"","Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Measure","Applications","Bearing Type","Metric","Domain","Chemical Name","Code","Use","Value","CV (%)"
"258","SURVEY",2019,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","23,980,000",NA
"259","SURVEY",2019,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","1,199,000",NA
"260","SURVEY",2019,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","528",NA
"261","SURVEY",2019,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","26.41",NA
"262","SURVEY",2019,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","2,501,482,000",NA
"263","SURVEY",2019,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","19,251,000",NA
"264","SURVEY",2019,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","21,300",NA
"265","SURVEY",2019,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","248,479,000",NA
"266","SURVEY",2019,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","4,707,700",NA
"267","SURVEY",2019,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","23,958,700",NA
"268","SURVEY",2019,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN TONS","TOTAL",NA,NA,"NOT SPECIFIED","1,197,935",NA
"269","SURVEY",2019,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","34,900",NA
"270","SURVEY",2019,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","35,300",NA
"271","SURVEY",2019,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","2,342,148,000",NA
"272","SURVEY",2019,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","21,300,000",NA
"273","SURVEY",2019,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","610",NA
"274","SURVEY",2019,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"275","SURVEY",2019,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"276","SURVEY",2019,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","21,300",NA
"277","SURVEY",2019,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"278","SURVEY",2019,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"279","SURVEY",2019,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","21,278,700",NA
"280","SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","10,500",NA
"281","SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","10,500",NA
"282","SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","407,813,000",NA
"283","SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","2,680,000",NA
"284","SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","255",NA
"285","SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"286","SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"287","SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"288","SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"289","SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"290","SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","2,680,000",NA
"291","SURVEY",2019,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","2,501,482,000",NA
"292","SURVEY",2019,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","19,251,000",NA
"293","SURVEY",2019,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","248,479,000",NA
"294","SURVEY",2019,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","4,707,700",NA
"295","SURVEY",2018,"MARKETING YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","93.5",NA
"296","SURVEY",2018,"MARKETING YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","106",NA
"297","SURVEY",2018,"MARKETING YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","43.7",NA
"298","SURVEY",2018,"MARKETING YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / TON","TOTAL",NA,NA,"NOT SPECIFIED","760",NA
"299","SURVEY",2018,"MARKETING YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","90.9",NA
"300","SURVEY",2018,"MARKETING YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","104",NA
"301","SURVEY",2018,"MARKETING YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","42.2",NA
"302","SURVEY",2018,"MARKETING YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / TON","TOTAL",NA,NA,"NOT SPECIFIED","730",NA
"303","SURVEY",2018,"MARKETING YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","115",NA
"304","SURVEY",2018,"MARKETING YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","115",NA
"305","SURVEY",2018,"MARKETING YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"306","SURVEY",2018,"MARKETING YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / TON","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"307","SURVEY",2018,"MARKETING YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","204",NA
"308","SURVEY",2018,"MARKETING YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"309","SURVEY",2018,"MARKETING YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"310","SURVEY",2018,"MARKETING YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","171",NA
"311","SURVEY",2018,"MARKETING YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","171",NA
"312","SURVEY",2018,"MARKETING YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"313","SURVEY",2018,"MARKETING YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / TON","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"314","SURVEY",2018,"MARKETING YEAR","STATE","OREGON","41",NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","107",NA
"315","SURVEY",2018,"MARKETING YEAR","STATE","OREGON","41",NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"316","SURVEY",2018,"MARKETING YEAR","STATE","OREGON","41",NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"317","SURVEY",2018,"MARKETING YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","212",NA
"318","SURVEY",2018,"MARKETING YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","88",NA
"319","SURVEY",2018,"MARKETING YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"PRICE RECEIVED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","107",NA
"320","SURVEY",2018,"MARKETING YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"PRICE RECEIVED","FRESH MARKET",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"321","SURVEY",2018,"MARKETING YEAR","STATE","WASHINGTON","53",NA,NA,NA,NA,"PRICE RECEIVED","PROCESSING",NA,"MEASURED IN $ / CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"322","SURVEY",2018,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","49,320",NA
"323","SURVEY",2018,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","49,800",NA
"324","SURVEY",2018,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","2,472,447,000",NA
"325","SURVEY",2018,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","26,480,000",NA
"326","SURVEY",2018,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","537",NA
"327","SURVEY",2018,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","2,242,706,000",NA
"328","SURVEY",2018,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","21,196,100",NA
"329","SURVEY",2018,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","25,100",NA
"330","SURVEY",2018,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","229,741,000",NA
"331","SURVEY",2018,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","5,258,800",NA
"332","SURVEY",2018,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN TONS","TOTAL",NA,NA,"NOT SPECIFIED","284,740",NA
"333","SURVEY",2018,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","26,454,900",NA
"334","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","36,300",NA
"335","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","36,300",NA
"336","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","2,179,066,000",NA
"337","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","24,000,000",NA
"338","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","660",NA
"339","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","1,964,352,000",NA
"340","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","18,888,000",NA
"341","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","24,000",NA
"342","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","214,714,000",NA
"343","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","5,088,000",NA
"344","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN TONS","TOTAL",NA,NA,"NOT SPECIFIED","276,358",NA
"345","SURVEY",2018,"YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","23,976,000",NA
"346","SURVEY",2018,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","9,400",NA
"347","SURVEY",2018,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","9,400",NA
"348","SURVEY",2018,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","243,800,000",NA
"349","SURVEY",2018,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","2,120,000",NA
"350","SURVEY",2018,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","225",NA
"351","SURVEY",2018,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","243,800,000",NA
"352","SURVEY",2018,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","2,120,000",NA
"353","SURVEY",2018,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"354","SURVEY",2018,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"355","SURVEY",2018,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"356","SURVEY",2018,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN TONS","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"357","SURVEY",2018,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","2,120,000",NA
"358","SURVEY",2018,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","700",NA
"359","SURVEY",2018,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","800",NA
"360","SURVEY",2018,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","6,065,000",NA
"361","SURVEY",2018,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","30,000",NA
"362","SURVEY",2018,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","44",NA
"363","SURVEY",2018,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"364","SURVEY",2018,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"365","SURVEY",2018,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","200",NA
"366","SURVEY",2018,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"367","SURVEY",2018,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"368","SURVEY",2018,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","29,800",NA
"369","SURVEY",2018,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","1,000",NA
"370","SURVEY",2018,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","1,100",NA
"371","SURVEY",2018,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","22,230,000",NA
"372","SURVEY",2018,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","130,000",NA
"373","SURVEY",2018,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","125",NA
"374","SURVEY",2018,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","22,230,000",NA
"375","SURVEY",2018,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","130,000",NA
"376","SURVEY",2018,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"377","SURVEY",2018,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"PRODUCTION","PROCESSING",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"378","SURVEY",2018,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"379","SURVEY",2018,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"UTILIZED - PRODUCTION","PROCESSING",NA,"MEASURED IN TONS","TOTAL",NA,NA,"NOT SPECIFIED","0",NA
"380","SURVEY",2018,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"UTILIZED - PRODUCTION",NA,NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","130,000",NA
"381","SURVEY",2018,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES HARVESTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","1,100",NA
"382","SURVEY",2018,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES PLANTED",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","1,300",NA
"383","SURVEY",2018,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","11,687,000",NA
"384","SURVEY",2018,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"PRODUCTION",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","110,000",NA
"385","SURVEY",2018,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"YIELD",NA,NA,NA,"TOTAL",NA,NA,"NOT SPECIFIED","100",NA
"386","SURVEY",2018,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"PRODUCTION","FRESH MARKET",NA,"MEASURED IN $","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"387","SURVEY",2018,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"UTILIZED - PRODUCTION","FRESH MARKET",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","(D)",NA
"388","SURVEY",2018,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"PRODUCTION","NOT SOLD",NA,"MEASURED IN CWT","TOTAL",NA,NA,"NOT SPECIFIED","700",NA
