"","Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Measure","Applications","Bearing Type","Metric","Domain","Certified","Size-Bracket","Code","Use","Value","CV (%)"
"253","CENSUS",2022,"YEAR","STATE","MASSACHUSETTS","25",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","249","9.6"
"254","CENSUS",2022,"YEAR","STATE","MASSACHUSETTS","25",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","70","20.0"
"255","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"256","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","164","10.4"
"257","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"258","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","88","67.2"
"259","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","324","12.5"
"260","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","714","28.0"
"261","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","59","10.1"
"262","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","195","8.7"
"263","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","92","(H)"
"264","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","115","61.9"
"265","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","415","11.6"
"266","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","875","25.3"
"267","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"268","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","31","19.3"
"269","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"270","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","27","44.4"
"271","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","91","11.8"
"272","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","162","15.7"
"273","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","266","12.0"
"274","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","93","18.8"
"275","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","5","(H)"
"276","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","4","71.2"
"277","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","52","11.7"
"278","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","420","13.0"
"279","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","305","11.2"
"280","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","96","17.0"
"281","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","5","(H)"
"282","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","4","71.2"
"283","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","52","11.7"
"284","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","462","12.2"
"285","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","55","37.1"
"286","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","43","11.5"
"287","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","1","(H)"
"288","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","4","71.2"
"289","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","33","10.8"
"290","CENSUS",2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","136","20.3"
"291","CENSUS",2022,"YEAR","STATE","MINNESOTA","27",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","308","13.7"
"292","CENSUS",2022,"YEAR","STATE","MINNESOTA","27",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","401","14.8"
"293","CENSUS",2022,"YEAR","STATE","MINNESOTA","27",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","93","30.2"
"294","CENSUS",2022,"YEAR","STATE","MINNESOTA","27",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","184","14.2"
"295","CENSUS",2022,"YEAR","STATE","MINNESOTA","27",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","218","13.2"
"296","CENSUS",2022,"YEAR","STATE","MINNESOTA","27",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","85","11.0"
"297","CENSUS",2022,"YEAR","STATE","MISSISSIPPI","28",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"298","CENSUS",2022,"YEAR","STATE","MISSISSIPPI","28",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","46","24.4"
"299","CENSUS",2022,"YEAR","STATE","MISSISSIPPI","28",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"300","CENSUS",2022,"YEAR","STATE","MISSISSIPPI","28",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","24","89.2"
"301","CENSUS",2022,"YEAR","STATE","MISSISSIPPI","28",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","31","65.3"
"302","CENSUS",2022,"YEAR","STATE","MISSISSIPPI","28",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","8","74.1"
"303","CENSUS",2022,"YEAR","STATE","MISSOURI","29",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","76","18.8"
"304","CENSUS",2022,"YEAR","STATE","MISSOURI","29",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","85","17.2"
"305","CENSUS",2022,"YEAR","STATE","MISSOURI","29",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","10","10.8"
"306","CENSUS",2022,"YEAR","STATE","MISSOURI","29",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","189","8.0"
"307","CENSUS",2022,"YEAR","STATE","MISSOURI","29",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","218","8.7"
"308","CENSUS",2022,"YEAR","STATE","MISSOURI","29",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","51","10.0"
"309","CENSUS",2022,"YEAR","STATE","MONTANA","30",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","8","49.6"
"310","CENSUS",2022,"YEAR","STATE","MONTANA","30",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","9","43.0"
"311","CENSUS",2022,"YEAR","STATE","MONTANA","30",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","1","26.8"
"312","CENSUS",2022,"YEAR","STATE","MONTANA","30",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","35","21.3"
"313","CENSUS",2022,"YEAR","STATE","MONTANA","30",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","38","19.0"
"314","CENSUS",2022,"YEAR","STATE","MONTANA","30",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","7","38.3"
"315","CENSUS",2022,"YEAR","STATE","NEBRASKA","31",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"316","CENSUS",2022,"YEAR","STATE","NEBRASKA","31",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","18","25.7"
"317","CENSUS",2022,"YEAR","STATE","NEBRASKA","31",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"318","CENSUS",2022,"YEAR","STATE","NEBRASKA","31",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","48","47.4"
"319","CENSUS",2022,"YEAR","STATE","NEBRASKA","31",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","48","47.4"
"320","CENSUS",2022,"YEAR","STATE","NEBRASKA","31",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","5","78.2"
"321","CENSUS",2022,"YEAR","STATE","NEVADA","32",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","1","16.3"
"322","CENSUS",2022,"YEAR","STATE","NEVADA","32",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","1","16.3"
"323","CENSUS",2022,"YEAR","STATE","NEVADA","32",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","9","23.6"
"324","CENSUS",2022,"YEAR","STATE","NEVADA","32",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","9","23.6"
"325","CENSUS",2022,"YEAR","STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","112","25.1"
"326","CENSUS",2022,"YEAR","STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","134","24.7"
"327","CENSUS",2022,"YEAR","STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","22","24.6"
"328","CENSUS",2022,"YEAR","STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","81","26.5"
"329","CENSUS",2022,"YEAR","STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","102","23.4"
"330","CENSUS",2022,"YEAR","STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","36","21.7"
"331","CENSUS",2022,"YEAR","STATE","NEW JERSEY","34",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","233","7.2"
"332","CENSUS",2022,"YEAR","STATE","NEW JERSEY","34",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","257","7.2"
"333","CENSUS",2022,"YEAR","STATE","NEW JERSEY","34",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","24","35.7"
"334","CENSUS",2022,"YEAR","STATE","NEW JERSEY","34",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","137","6.3"
"335","CENSUS",2022,"YEAR","STATE","NEW JERSEY","34",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","146","6.8"
"336","CENSUS",2022,"YEAR","STATE","NEW JERSEY","34",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","33","12.5"
"337","CENSUS",2022,"YEAR","STATE","NEW MEXICO","35",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","2","38.1"
"338","CENSUS",2022,"YEAR","STATE","NEW MEXICO","35",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","7","19.4"
"339","CENSUS",2022,"YEAR","STATE","NEW MEXICO","35",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","5","19.3"
"340","CENSUS",2022,"YEAR","STATE","NEW MEXICO","35",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","18","47.7"
"341","CENSUS",2022,"YEAR","STATE","NEW MEXICO","35",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","32","32.9"
"342","CENSUS",2022,"YEAR","STATE","NEW MEXICO","35",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","14","40.1"
"343","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"344","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","267","8.0"
"345","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","140","59.5"
"346","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"347","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","263","10.7"
"348","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","751","14.3"
"349","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"350","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","306","8.6"
"351","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","182","50.2"
"352","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"353","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","328","11.1"
"354","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","913","14.4"
"355","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","15","14.4"
"356","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","40","16.3"
"357","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","42","31.2"
"358","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","66","22.7"
"359","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","162","16.9"
"360","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","241","6.0"
"361","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","146","7.1"
"362","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","10","51.1"
"363","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","1","(L)"
"364","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","41","14.1"
"365","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","439","6.4"
"366","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","277","7.2"
"367","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","146","7.1"
"368","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","10","51.1"
"369","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","1","(L)"
"370","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","41","14.1"
"371","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","475","5.8"
"372","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","74","11.7"
"373","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","54","11.0"
"374","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","6","27.4"
"375","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","27","18.9"
"376","CENSUS",2022,"YEAR","STATE","NEW YORK","36",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","161","6.1"
"377","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","39","56.5"
"378","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","221","26.7"
"379","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","(D)","(D)"
