"","Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Measure","Applications","Bearing Type","Metric","Domain","Chemical Name","Code","Use","Value","CV (%)"
"1422","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","MEFENOXAM","113502","FUNGICIDE","(D)",NA
"1423","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","MONO-POTASSIUM SALT","76416","FUNGICIDE","(D)",NA
"1424","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","PROPICONAZOLE","122101","FUNGICIDE","(D)",NA
"1425","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","PYDIFLUMETOFEN","90110","FUNGICIDE","(D)",NA
"1426","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","PYRACLOSTROBIN","99100","FUNGICIDE","(D)",NA
"1427","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","PYRIMETHANIL","288201","FUNGICIDE","(D)",NA
"1428","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","TETRACONAZOLE","120603","FUNGICIDE","(D)",NA
"1429","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","THIOPHANATE-METHYL","102001","FUNGICIDE","(D)",NA
"1430","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","THIRAM","79801","FUNGICIDE","142,400",NA
"1431","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","TOTAL",NA,"FUNGICIDE","303,200",NA
"1432","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","TRIFLUMIZOLE","128879","FUNGICIDE","(D)",NA
"1433","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","CARFENTRAZONE-ETHYL","128712","HERBICIDE","(D)",NA
"1434","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","CLETHODIM","121011","HERBICIDE","(D)",NA
"1435","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","COPPER ETHANOLAMINE","24409","HERBICIDE","(D)",NA
"1436","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","DIMETHENAMID","129051","HERBICIDE","(D)",NA
"1437","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","FLUMIOXAZIN","129034","HERBICIDE","(D)",NA
"1438","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","FLUROXYPYR 1-MHE","128968","HERBICIDE","(D)",NA
"1439","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","GLYPHOSATE ISO. SALT","103601","HERBICIDE","(D)",NA
"1440","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","HALOSULFURON-METHYL","128721","HERBICIDE","(D)",NA
"1441","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","KANTOR","129108","HERBICIDE","(D)",NA
"1442","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","TOTAL",NA,"HERBICIDE","2,600",NA
"1443","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","ABAMECTIN","122804","INSECTICIDE","(Z)",NA
"1444","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","ACETAMIPRID","99050","INSECTICIDE","(D)",NA
"1445","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","BIFENAZATE","586","INSECTICIDE","(D)",NA
"1446","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","BIFENTHRIN","128825","INSECTICIDE","(D)",NA
"1447","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","CARBARYL","56801","INSECTICIDE","(D)",NA
"1448","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","CHLORANTRANILIPROLE","90100","INSECTICIDE","(D)",NA
"1449","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","CYANTRANILIPROLE","90098","INSECTICIDE","(D)",NA
"1450","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","CYFLUMETOFEN","138831","INSECTICIDE","(D)",NA
"1451","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","DIAZINON","57801","INSECTICIDE","(D)",NA
"1452","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","FENAZAQUIN","44501","INSECTICIDE","(D)",NA
"1453","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","FENPYROXIMATE","129131","INSECTICIDE","(D)",NA
"1454","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","IMIDACLOPRID","129099","INSECTICIDE","(D)",NA
"1455","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","MALATHION","57701","INSECTICIDE","(D)",NA
"1456","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","METHOXYFENOZIDE","121027","INSECTICIDE","(D)",NA
"1457","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","NALED","34401","INSECTICIDE","(D)",NA
"1458","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","NOVALURON","124002","INSECTICIDE","1,100",NA
"1459","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","SPINETORAM","110007","INSECTICIDE","700",NA
"1460","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","SPIROMESIFEN","24875","INSECTICIDE","(D)",NA
"1461","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","SULFOXAFLOR","5210","INSECTICIDE","(D)",NA
"1462","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","THIAMETHOXAM","60109","INSECTICIDE","(D)",NA
"1463","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","TOTAL",NA,"INSECTICIDE","6,200",NA
"1464","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","ACIBENZOLAR-S-METHYL","61402","OTHER","(D)",NA
"1465","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","CYTOKININS","116801","OTHER","(D)",NA
"1466","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","ETHEPHON","99801","OTHER","(D)",NA
"1467","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","INDOLEBUTYRIC ACID","46701","OTHER","(D)",NA
"1468","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","METAM-POTASSIUM","39002","OTHER","(D)",NA
"1469","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800","OTHER","(NA)",NA
"1470","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB","CHEMICAL","TOTAL",NA,"OTHER","8,600",NA
"1471","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","AZOXYSTROBIN","128810","FUNGICIDE","(D)",NA
"1472","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","BACILLUS SUBTILIS","6479","FUNGICIDE","(NA)",NA
"1473","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","BORAX DECAHYDRATE","11102","FUNGICIDE","(D)",NA
"1474","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","BOSCALID","128008","FUNGICIDE","(D)",NA
"1475","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","CAPTAN","81301","FUNGICIDE","2.025",NA
"1476","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","CYFLUFENAMID","555550","FUNGICIDE","(D)",NA
"1477","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","CYPRODINIL","288202","FUNGICIDE","0.294",NA
"1478","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","DIFENOCONAZOLE","128847","FUNGICIDE","(D)",NA
"1479","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FENHEXAMID","90209","FUNGICIDE","(D)",NA
"1480","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FLUDIOXONIL","71503","FUNGICIDE","0.189",NA
"1481","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FLUOPYRAM","80302","FUNGICIDE","(D)",NA
"1482","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FOSETYL-AL","123301","FUNGICIDE","(D)",NA
"1483","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","MEFENOXAM","113502","FUNGICIDE","(D)",NA
"1484","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","MONO-POTASSIUM SALT","76416","FUNGICIDE","(D)",NA
"1485","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","PROPICONAZOLE","122101","FUNGICIDE","(D)",NA
"1486","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","PYDIFLUMETOFEN","90110","FUNGICIDE","(D)",NA
"1487","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","PYRACLOSTROBIN","99100","FUNGICIDE","(D)",NA
"1488","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","PYRIMETHANIL","288201","FUNGICIDE","(D)",NA
"1489","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","TETRACONAZOLE","120603","FUNGICIDE","(D)",NA
"1490","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","THIOPHANATE-METHYL","102001","FUNGICIDE","(D)",NA
"1491","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","THIRAM","79801","FUNGICIDE","2.38",NA
"1492","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","TRIFLUMIZOLE","128879","FUNGICIDE","(D)",NA
"1493","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","CARFENTRAZONE-ETHYL","128712","HERBICIDE","(D)",NA
"1494","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","CLETHODIM","121011","HERBICIDE","(D)",NA
"1495","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","COPPER ETHANOLAMINE","24409","HERBICIDE","(D)",NA
"1496","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","DIMETHENAMID","129051","HERBICIDE","(D)",NA
"1497","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FLUMIOXAZIN","129034","HERBICIDE","(D)",NA
"1498","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FLUROXYPYR 1-MHE","128968","HERBICIDE","(D)",NA
"1499","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","GLYPHOSATE ISO. SALT","103601","HERBICIDE","(D)",NA
"1500","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HALOSULFURON-METHYL","128721","HERBICIDE","(D)",NA
"1501","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","KANTOR","129108","HERBICIDE","(D)",NA
"1502","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","ABAMECTIN","122804","INSECTICIDE","0.017",NA
"1503","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","ACETAMIPRID","99050","INSECTICIDE","(D)",NA
"1504","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","BIFENAZATE","586","INSECTICIDE","(D)",NA
"1505","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","BIFENTHRIN","128825","INSECTICIDE","(D)",NA
"1506","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","CARBARYL","56801","INSECTICIDE","(D)",NA
"1507","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","CHLORANTRANILIPROLE","90100","INSECTICIDE","(D)",NA
"1508","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","CYANTRANILIPROLE","90098","INSECTICIDE","(D)",NA
"1509","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","CYFLUMETOFEN","138831","INSECTICIDE","(D)",NA
"1510","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","DIAZINON","57801","INSECTICIDE","(D)",NA
"1511","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FENAZAQUIN","44501","INSECTICIDE","(D)",NA
"1512","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FENPYROXIMATE","129131","INSECTICIDE","(D)",NA
"1513","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","IMIDACLOPRID","129099","INSECTICIDE","(D)",NA
"1514","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","MALATHION","57701","INSECTICIDE","(D)",NA
"1515","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","METHOXYFENOZIDE","121027","INSECTICIDE","(D)",NA
"1516","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","NALED","34401","INSECTICIDE","(D)",NA
"1517","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","NOVALURON","124002","INSECTICIDE","0.072",NA
"1518","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","SPINETORAM","110007","INSECTICIDE","0.069",NA
"1519","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","SPIROMESIFEN","24875","INSECTICIDE","(D)",NA
"1520","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","SULFOXAFLOR","5210","INSECTICIDE","(D)",NA
"1521","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","THIAMETHOXAM","60109","INSECTICIDE","(D)",NA
"1522","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","ACIBENZOLAR-S-METHYL","61402","OTHER","(D)",NA
"1523","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","CYTOKININS","116801","OTHER","(D)",NA
"1524","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","ETHEPHON","99801","OTHER","(D)",NA
"1525","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INDOLEBUTYRIC ACID","46701","OTHER","(D)",NA
"1526","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","METAM-POTASSIUM","39002","OTHER","(D)",NA
"1527","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800","OTHER","(NA)",NA
"1528","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","AZOXYSTROBIN","128810","FUNGICIDE","(D)",NA
"1529","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","BACILLUS SUBTILIS","6479","FUNGICIDE","(NA)",NA
"1530","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","BORAX DECAHYDRATE","11102","FUNGICIDE","(D)",NA
"1531","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","BOSCALID","128008","FUNGICIDE","(D)",NA
"1532","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","CAPTAN","81301","FUNGICIDE","21.339",NA
"1533","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","CYFLUFENAMID","555550","FUNGICIDE","(D)",NA
"1534","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","CYPRODINIL","288202","FUNGICIDE","0.816",NA
"1535","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","DIFENOCONAZOLE","128847","FUNGICIDE","(D)",NA
"1536","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","FENHEXAMID","90209","FUNGICIDE","(D)",NA
"1537","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","FLUDIOXONIL","71503","FUNGICIDE","0.652",NA
"1538","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","FLUOPYRAM","80302","FUNGICIDE","(D)",NA
"1539","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","FOSETYL-AL","123301","FUNGICIDE","(D)",NA
"1540","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","MEFENOXAM","113502","FUNGICIDE","(D)",NA
"1541","SURVEY",2021,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,NA,"APPLICATIONS",NA,"MEASURED IN LB / ACRE / YEAR","CHEMICAL","MONO-POTASSIUM SALT","76416","FUNGICIDE","(D)",NA
