"","Year","Period","Geo Level","State","State ANSI","Category","Measure","Metric","Chemical","Type","Domain Category","Value"
"1639",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","(D)"
"1640",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","(D)"
"1641",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","(D)"
"1642",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (COPPER ETHANOLAMINE = 24409)","(D)"
"1643",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (DIMETHENAMID = 129051)","(D)"
"1644",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","(D)"
"1645",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (FLUROXYPYR 1-MHE = 128968)","(D)"
"1646",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","(D)"
"1647",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)","(D)"
"1648",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (KANTOR = 129108)","(D)"
"1649",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","2,600"
"1650",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","(Z)"
"1651",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","(D)"
"1652",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","(D)"
"1653",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","(D)"
"1654",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","(D)"
"1655",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","(D)"
"1656",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)","(D)"
"1657",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)","(D)"
"1658",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","(D)"
"1659",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FENAZAQUIN = 44501)","(D)"
"1660",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)","(D)"
"1661",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","(D)"
"1662",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","(D)"
"1663",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","(D)"
"1664",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","(D)"
"1665",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","1,100"
"1666",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","700"
"1667",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)","(D)"
"1668",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)","(D)"
"1669",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","(D)"
"1670",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","6,200"
"1671",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)","(D)"
"1672",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)","(D)"
"1673",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (ETHEPHON = 99801)","(D)"
"1674",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)","(D)"
"1675",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)","(D)"
"1676",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)","(NA)"
"1677",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB",NA,"CHEMICAL","OTHER","CHEMICAL, OTHER: (TOTAL)","8,600"
"1678",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","(D)"
"1679",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","(NA)"
"1680",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)","(D)"
"1681",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","(D)"
"1682",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","2.025"
"1683",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)","(D)"
"1684",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","0.294"
"1685",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","(D)"
"1686",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","(D)"
"1687",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","0.189"
"1688",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","(D)"
"1689",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","(D)"
"1690",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","(D)"
"1691",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","(D)"
"1692",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","(D)"
"1693",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PYDIFLUMETOFEN = 90110)","(D)"
"1694",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","(D)"
"1695",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","(D)"
"1696",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)","(D)"
"1697",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","(D)"
"1698",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","2.38"
"1699",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","(D)"
"1700",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","(D)"
"1701",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","(D)"
"1702",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (COPPER ETHANOLAMINE = 24409)","(D)"
"1703",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (DIMETHENAMID = 129051)","(D)"
"1704",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","(D)"
"1705",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (FLUROXYPYR 1-MHE = 128968)","(D)"
"1706",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","(D)"
"1707",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)","(D)"
"1708",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (KANTOR = 129108)","(D)"
"1709",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","0.017"
"1710",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","(D)"
"1711",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","(D)"
"1712",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","(D)"
"1713",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","(D)"
"1714",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","(D)"
"1715",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)","(D)"
"1716",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)","(D)"
"1717",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","(D)"
"1718",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FENAZAQUIN = 44501)","(D)"
"1719",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)","(D)"
"1720",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","(D)"
"1721",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","(D)"
"1722",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","(D)"
"1723",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","(D)"
"1724",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","0.072"
"1725",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","0.069"
"1726",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)","(D)"
"1727",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)","(D)"
"1728",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","(D)"
"1729",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)","(D)"
"1730",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)","(D)"
"1731",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (ETHEPHON = 99801)","(D)"
"1732",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)","(D)"
"1733",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)","(D)"
"1734",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","CHEMICAL","OTHER","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)","(NA)"
"1735",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","(D)"
"1736",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","(NA)"
"1737",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)","(D)"
"1738",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","(D)"
"1739",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","21.339"
"1740",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)","(D)"
"1741",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","0.816"
"1742",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","(D)"
"1743",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","(D)"
"1744",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","0.652"
"1745",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","(D)"
"1746",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","(D)"
"1747",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","(D)"
"1748",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","(D)"
"1749",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","(D)"
"1750",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PYDIFLUMETOFEN = 90110)","(D)"
"1751",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","(D)"
"1752",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","(D)"
"1753",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)","(D)"
"1754",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","(D)"
"1755",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","22.509"
"1756",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","(D)"
"1757",2021,"YEAR","STATE","FLORIDA","12","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","(D)"
